Crude Name,StdLiquidDensity (kg/m3),SulfurByWt (%),ConradsonCarbonByWt (%),NitrogenByWt (%),Distillation Mass @ X Pct (C)@ 1 (%) - TBP,Distillation Mass @ X Pct (C)@ 5 (%) - TBP,Distillation Mass @ X Pct (C)@ 10 (%) - TBP,Distillation Mass @ X Pct (C)@ 30 (%) - TBP,Distillation Mass @ X Pct (C)@ 50 (%) - TBP,Distillation Mass @ X Pct (C)@ 70 (%) - TBP,Distillation Mass @ X Pct (C)@ 90 (%) - TBP,Distillation Mass @ X Pct (C)@ 95 (%) - TBP,Distillation Mass @ X Pct (C)@ 99 (%) - TBP,AromByWt (%),NaphthenesByWt (%),ParaffinsByWt (%),KinematicViscosity (cSt)@ 37.78 (C),KinematicViscosity (cSt)@ 98.89 (C),KinematicViscosity (cSt)@ 20 (C),KinematicViscosity (cSt)@ 40 (C),KinematicViscosity (cSt)@ 50 (C),KinematicViscosity (cSt)@ 100 (C),KinematicViscosity (cSt)@ 150 (C)
Basrah-Heavy-2021,905.234491209034,3.83251938094951,10.0159237151192,0.184661733324607,18.9472460635641,79.3758228693407,133.153094234887,294.912271281165,424.177917966921,554.019589385536,738.66967100128,827.431538077192,976.047588779435,70.3643608886318,13.7170391855822,15.9185999257859,17.8165939586526,3.66722585485989,,,,,
Basrah-Medium-2021,875.916093593738,2.92895850968535,7.12132763318966,0.147052763274803,27.50070260132,73.3730556383097,115.551297304901,252.306719527089,378.184802249821,508.78443723557,703.122108566261,793.457158839367,935.916982236681,62.0814642345772,18.5216351326874,19.3969006327354,8.47049871636732,2.32707942301338,,,,,
Gippsland-2021,753.604496096164,0.0445985932291904,0.303298172415517,0.00188912410227499,18.7638782035062,42.5529121580673,50.0379606079771,80.6941140756844,142.034476704066,242.784200725073,395.168012621031,453.92523866287,545.34814528578,19.6979537780356,44.204347452655,36.0976987693094,1.25250129850896,0.671916984845661,1.52144914692272,1.22001371936409,1.02780880808643,0.666210735903922,0.427918817063858
Grogon-2021,764.46771526062,0.00830781539948477,0.0218754629880148,0.000423176800673034,25.3603631522711,46.9987095957807,56.3803534845058,88.6328015290363,135.189076958745,182.557713945545,298.448149849073,355.0672937273,527.157040497925,29.3929121682875,38.8511010145094,31.7559868172031,0.920206417521827,0.48102029581039,1.12883220518192,0.89779292542912,0.861700473993108,0.475899889752851,0.375081048035396
Kutubu-2021,773.671180876733,0.0212896029196019,0.465378197756971,0.0164066073254297,17.4031777150892,44.9980502126439,57.5475448554561,103.645768769289,153.261706352863,228.048929676388,377.904379087558,456.58711301964,576.780348985183,28.0091380523029,40.0372819615935,31.9535799861037,0.967374793223359,0.549800222897404,1.20541369899618,0.938406502345423,0.898346078437884,0.544566683592246,0.381420769563767
